,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
3753,富国转型机遇混合,分众传媒,5.09%,荣盛石化,4.54%,中国平安,4.29%,中国中免,3.78%,锦江酒店,3.76%,长春高新,3.62%,亿纬锂能,3.55%,智飞生物,3.28%,五 粮 液,3.24%,伊利股份,3.14%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3754,易方达恒信定期开放债券,19重庆,3.26%,20平安,3.17%,20中航,2.26%,20中建,2.26%,18华润,2.20%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3755,南方君信混合A,兴业银行,4.87%,保利地产,4.59%,常熟银行,3.69%,长安汽车,3.38%,中国太保,3.22%,美团-W,2.67%,科达利,2.62%,三一重工,2.57%,长海股份,2.56%,紫金矿业,2.45%,进出1902,1.95%,20国债10,1.66%,冀东转债,0.23%,星宇转债,0.15%,隆20转债,0.04%,0,0,0,0,0,0,0,0,0,0
3756,南方成安优选混合,五 粮 液,5.39%,立讯精密,4.51%,山西汾酒,4.01%,腾讯控股,3.48%,贵州茅台,3.12%,隆基股份,3.11%,恒立液压,2.71%,长春高新,2.61%,恩捷股份,2.58%,药明生物,2.37%,福20转债,0.04%,韦尔转债,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3757,长安裕隆混合A,长城汽车,8.24%,宁德时代,6.75%,比亚迪,6.54%,天赐材料,5.99%,汇川技术,5.38%,泸州老窖,4.93%,五 粮 液,4.21%,阳光电源,4.17%,恩捷股份,4.09%,紫金矿业,4.02%,韦尔转债,0.04%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3758,长安裕隆混合C,长城汽车,8.24%,宁德时代,6.75%,比亚迪,6.54%,天赐材料,5.99%,汇川技术,5.38%,泸州老窖,4.93%,五 粮 液,4.21%,阳光电源,4.17%,恩捷股份,4.09%,紫金矿业,4.02%,韦尔转债,0.04%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3759,广发汇康定期开放债券,19广东,9.93%,20附息,5.93%,20华安G1,4.94%,20海淀,4.81%,17泰州,3.10%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3760,国泰聚利价值定开混合,工商银行,2.95%,大华股份,2.27%,双汇发展,2.18%,奥海科技,1.97%,花园生物,1.40%,恒润股份,1.25%,风华高科,1.10%,永兴材料,0.93%,久立特材,0.84%,中信证券,0.82%,20招银,4.26%,20农银,4.26%,19国开,3.40%,20国开,3.33%,18国开,2.58%,0,0,0,0,0,0,0,0,0,0
3761,银河庭芳3个月定开债券,20国开,9.56%,18盛京,9.45%,18河北,8.91%,18温州,8.85%,18民泰,8.84%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3762,平安双债添益债券A,19陕延,9.82%,19桂铁,4.95%,18华电,4.94%,18中电,4.93%,20国开,4.89%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3763,平安双债添益债券C,19陕延,9.82%,19桂铁,4.95%,18华电,4.94%,18中电,4.93%,20国开,4.89%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3764,金鹰添盛定开债券,19国开,12.28%,17国开,11.75%,18农发,8.32%,18国开,6.66%,18国开,6.64%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3765,泰达宏利金利债券,16国开,11.17%,18国开,10.05%,18国开,8.81%,20中国,8.48%,20宁波,6.76%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3766,平安短债A,18中电,3.09%,16国新,3.07%,20国开,2.61%,20陕延,2.60%,20农发,2.59%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3767,平安短债C,18中电,3.09%,16国新,3.07%,20国开,2.61%,20陕延,2.60%,20农发,2.59%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3768,平安短债E,18中电,3.09%,16国新,3.07%,20国开,2.61%,20陕延,2.60%,20农发,2.59%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3769,长江汇聚量化多因子,山西汾酒,1.50%,泸州老窖,1.48%,洋河股份,1.46%,贵州茅台,1.45%,宁德时代,1.02%,五 粮 液,0.96%,迈瑞医疗,0.93%,凯莱英,0.87%,比亚迪,0.85%,宁波银行,0.78%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3770,中融量化精选(FOF)A,汇添富可转换债券C,7.21%,富国可转换债券A,7.06%,长信可转债债券C,6.99%,工银绝对收益策略混...,6.66%,黄金ETF,6.65%,博时黄金,6.64%,证券ETF,5.37%,国债ETF,5.34%,券商ETF,5.13%,十年国债,4.86%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3771,中融量化精选(FOF)C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3772,富国周期优势混合A,中国平安,4.33%,绿城服务,3.71%,贵州茅台,3.69%,伊利股份,3.63%,宁波银行,3.55%,埃斯顿,3.55%,金科股份,3.37%,腾讯控股,2.92%,立讯精密,2.91%,万 科Ａ,2.83%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3773,招商MSCI中国A股国际ETF联接A,金龙鱼,0.05%,江苏银行,0.02%,惠泰医疗,0.01%,锋尚文化,0.00%,美畅股份,0.00%,圣元环保,0.00%,天阳科技,0.00%,中伟股份,0.00%,博俊科技,0.00%,通源环境,0.00%,20进出,4.00%,20国债10,0.55%,20国债,0.08%,大秦转债,0.05%,0,0,0,0,0,0,0,0,0,0,0,0
3774,招商MSCI中国A股国际ETF联接C,金龙鱼,0.05%,江苏银行,0.02%,惠泰医疗,0.01%,锋尚文化,0.00%,美畅股份,0.00%,圣元环保,0.00%,天阳科技,0.00%,中伟股份,0.00%,博俊科技,0.00%,通源环境,0.00%,20进出,4.00%,20国债10,0.55%,20国债,0.08%,大秦转债,0.05%,0,0,0,0,0,0,0,0,0,0,0,0
3775,中欧电子信息产业沪港深股票C,美亚柏科,9.83%,深信服,9.15%,中国长城,8.16%,晶晨股份,7.28%,华润微,7.04%,三安光电,6.77%,海康威视,5.14%,金蝶国际,3.98%,三环集团,3.84%,舜宇光学科技,3.68%,立讯转债,0.03%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3776,中欧潜力价值灵活配置混合C,中国汽研,7.99%,宁波华翔,6.30%,广汇汽车,4.95%,大亚圣象,4.91%,中国太保,4.55%,新华保险,4.21%,华帝股份,3.50%,明泰铝业,3.46%,富安娜,3.38%,喜临门,3.37%,长海转债,0.13%,鹰19转债,0.08%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3777,中欧明睿新常态混合C,赣锋锂业,9.10%,中国平安,6.96%,深信服,6.34%,顺丰控股,5.76%,海大集团,5.52%,海康威视,5.46%,福耀玻璃,4.88%,宁德时代,4.81%,万华化学,4.19%,汇川技术,4.06%,隆20转债,0.14%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3778,平安合瑞定开债,20徽商,7.42%,18南京,4.89%,20川能,4.81%,20重庆,4.78%,19通用,4.78%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3779,信达澳银中证沪港深高股息精选,塔牌集团,2.82%,亚洲水泥(,2.67%,华宝股份,2.63%,华润水泥控股,2.62%,海螺水泥,2.45%,凌霄泵业,2.15%,万年青,2.07%,久立特材,2.02%,渤海轮渡,2.00%,陕西煤业,1.90%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3780,银华可转债债券,五 粮 液,1.09%,紫金矿业,1.09%,中国平安,0.91%,三一重工,0.70%,保利地产,0.67%,招商银行,0.66%,贵州茅台,0.65%,士兰微,0.58%,文灿股份,0.50%,宁德时代,0.49%,光大转债,19.85%,浦发转债,9.84%,20国债,5.26%,广汽转债,5.18%,长证转债,4.97%,0,0,0,0,0,0,0,0,0,0
3781,工银瑞景定开发起式债券,18农发,12.33%,20中信,7.56%,19招商,6.02%,19汇金,3.68%,20农发,3.68%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3782,华夏产业升级混合,洪都航空,8.54%,航发动力,8.35%,中航西飞,5.98%,中航沈飞,5.59%,中航机电,5.52%,火炬电子,5.43%,航天发展,4.54%,航发控制,4.49%,睿创微纳,4.18%,西部超导,4.14%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3783,中加转型动力混合A,长城汽车,10.83%,中国神华,7.72%,盈趣科技,5.43%,海 利 得,4.42%,中国平安,4.16%,完美世界,3.39%,广州酒家,3.13%,中国太保,3.10%,首旅酒店,2.81%,江苏银行,2.77%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3784,中加转型动力混合C,长城汽车,10.83%,中国神华,7.72%,盈趣科技,5.43%,海 利 得,4.42%,中国平安,4.16%,完美世界,3.39%,广州酒家,3.13%,中国太保,3.10%,首旅酒店,2.81%,江苏银行,2.77%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3785,广发科技动力股票,三环集团,9.67%,美团-W,8.73%,腾讯控股,8.48%,京东方Ａ,7.75%,小米集团-W,7.63%,歌尔股份,4.69%,通富微电,3.54%,西部超导,3.50%,新宝股份,3.28%,思摩尔国际,3.22%,20国债10,3.17%,20国债,0.60%,20厦门,0.37%,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3786,广发汇元纯债定开债,20电网,8.99%,19湘高,5.48%,19鞍钢,5.44%,18电投03,4.98%,19中化,4.54%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3787,鑫元常利定开债,17农发,25.96%,18义乌,9.62%,18通商,9.62%,18安吉,9.61%,18厦门,9.60%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3788,鑫元增利定开债发起式,20附息,14.79%,20天府,9.71%,20河北12,9.53%,18盛京,8.77%,18建信,8.23%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3789,华富富瑞3个月定开债,18国开,8.09%,19国开,7.86%,16重庆,7.63%,16贵州,7.62%,20民生,7.47%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3790,创金合信汇益纯债一年定开债A,19国开,34.43%,19进出,21.26%,16南充,8.09%,19淮安,5.08%,18农发,4.95%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3791,创金合信汇益纯债一年定开债C,19国开,34.43%,19进出,21.26%,16南充,8.09%,19淮安,5.08%,18农发,4.95%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3792,创金合信汇誉六个月定开债A,18农发,33.28%,19进出,32.97%,20附息,13.18%,20农发,13.04%,17即墨,8.10%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3793,创金合信汇誉六个月定开债C,18农发,33.28%,19进出,32.97%,20附息,13.18%,20农发,13.04%,17即墨,8.10%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3794,中邮纯债汇利定开债,国开1702,27.12%,18重庆,9.50%,19泰隆,9.50%,19浦发,9.50%,18天津,9.49%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3795,中欧新趋势混合C,紫金矿业,7.86%,赣锋锂业,6.59%,万 科Ａ,5.81%,顺丰控股,5.31%,贵州茅台,4.37%,五 粮 液,4.36%,宁波银行,4.23%,恒力石化,4.05%,中兴通讯,3.52%,美的集团,3.46%,紫金转债,0.40%,赣锋转2,0.18%,安20转债,0.07%,家悦转债,0.05%,0,0,0,0,0,0,0,0,0,0,0,0
3796,南方MSCI中国A股联接A,贵州茅台,1.15%,中国平安,0.45%,招商银行,0.43%,中国中免,0.35%,恒瑞医药,0.26%,山西汾酒,0.24%,海天味业,0.24%,方正证券,0.22%,长江电力,0.20%,兴业银行,0.20%,20国债,5.40%,国开1805,3.20%,20国债10,1.51%,进出1902,0.78%,21国债(7),0.73%,0,0,0,0,0,0,0,0,0,0
3797,南方MSCI中国A股联接C,贵州茅台,1.15%,中国平安,0.45%,招商银行,0.43%,中国中免,0.35%,恒瑞医药,0.26%,山西汾酒,0.24%,海天味业,0.24%,方正证券,0.22%,长江电力,0.20%,兴业银行,0.20%,20国债,5.40%,国开1805,3.20%,20国债10,1.51%,进出1902,0.78%,21国债(7),0.73%,0,0,0,0,0,0,0,0,0,0
3798,银河景行3个月定开债,19陕金02,5.91%,18国开,5.37%,19沪纺,4.97%,16镇江,4.96%,19西南,4.96%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3799,华夏鼎福三个月定开债A,19进出,16.36%,19进出,7.94%,19国开,7.93%,19国开,7.92%,20国开,5.92%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3800,华夏鼎福三个月定开债C,19进出,16.36%,19进出,7.94%,19国开,7.93%,19国开,7.92%,20国开,5.92%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3801,华富可转债债券,中国国航,3.61%,先导智能,3.38%,航天发展,3.32%,白云机场,2.73%,东方财富,2.49%,东方日升,2.32%,恩捷股份,2.28%,国投转债,12.98%,长证转债,12.42%,苏银转债,9.83%,淮矿转债,6.59%,沪工转债,6.38%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3802,银华心怡灵活配置混合,宁德时代,7.56%,天奈科技,6.59%,大族激光,5.97%,智飞生物,5.64%,比亚迪电子,5.02%,科达利,4.32%,金山软件,4.01%,舜宇光学科技,3.42%,运达股份,3.29%,腾讯控股,3.24%,20国债,0.14%,立讯转债,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3803,博时中证500指数增强C,阳光电源,2.06%,金域医学,1.73%,玲珑轮胎,1.54%,星宇股份,1.42%,明阳智能,1.32%,伟星新材,1.23%,中航高科,1.15%,科沃斯,1.15%,顺络电子,1.13%,新钢股份,1.11%,20国债,0.62%,20国债15,0.37%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3804,嘉实新添荣定期混合A,爱旭股份,8.37%,三环集团,4.73%,均胜电子,4.63%,万 科Ａ,3.76%,济川药业,3.67%,中国平安,3.58%,合肥城建,3.33%,捷昌驱动,3.30%,兴业银行,3.24%,招商银行,3.02%,20民生,9.08%,20天津,4.62%,20国开,4.60%,20远东,2.77%,18浏阳,0.94%,0,0,0,0,0,0,0,0,0,0
3805,嘉实新添荣定期混合C,爱旭股份,8.37%,三环集团,4.73%,均胜电子,4.63%,万 科Ａ,3.76%,济川药业,3.67%,中国平安,3.58%,合肥城建,3.33%,捷昌驱动,3.30%,兴业银行,3.24%,招商银行,3.02%,20民生,9.08%,20天津,4.62%,20国开,4.60%,20远东,2.77%,18浏阳,0.94%,0,0,0,0,0,0,0,0,0,0
3806,工银印度基金美元,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3807,添富智能制造股票,伊利股份,9.07%,贵州茅台,5.11%,五 粮 液,4.97%,迈瑞医疗,4.35%,美的集团,4.19%,中航机电,3.90%,蒙牛乳业,3.36%,航天电器,3.33%,中航光电,3.33%,腾讯控股,3.24%,立讯转债,0.02%,韦尔转债,0.01%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3808,广发京津冀ETF联接A,长城汽车,0.04%,东方雨虹,0.03%,中远海控,0.03%,冀东水泥,0.02%,河钢股份,0.02%,新兴铸管,0.02%,河钢资源,0.02%,嘉寓股份,0.02%,首创股份,0.02%,天津港,0.02%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3809,广发京津冀ETF联接C,长城汽车,0.04%,东方雨虹,0.03%,中远海控,0.03%,冀东水泥,0.02%,河钢股份,0.02%,新兴铸管,0.02%,河钢资源,0.02%,嘉寓股份,0.02%,首创股份,0.02%,天津港,0.02%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3810,华泰柏瑞医疗健康A,药明康德,8.72%,迈瑞医疗,7.40%,爱尔眼科,7.25%,恒瑞医药,7.06%,长春高新,6.39%,泰格医药,5.69%,通策医疗,5.49%,康龙化成,4.60%,艾德生物,3.76%,凯莱英,3.06%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3811,前海开源裕源(FOF),有色ETF,13.49%,前海开源金银珠宝混...,8.91%,前海开源鼎欣债券A,7.90%,前海开源润和债券C,7.80%,汇添富消费行业混合,6.63%,广发小盘成长混合(...,6.38%,信达澳银新能源产业...,5.87%,前海开源沪港深优势...,5.61%,前海开源大海洋战略...,5.51%,前海开源国家比较优...,4.39%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3812,南方瑞祥一年混合A,五 粮 液,9.51%,恒力石化,9.45%,贵州茅台,8.31%,颐海国际,8.23%,海康威视,8.14%,牧原股份,8.04%,腾讯控股,7.68%,中公教育,5.65%,新 希 望,5.56%,山西汾酒,5.45%,20农发,2.69%,18国开,1.36%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3813,南方瑞祥一年混合C,五 粮 液,9.51%,恒力石化,9.45%,贵州茅台,8.31%,颐海国际,8.23%,海康威视,8.14%,牧原股份,8.04%,腾讯控股,7.68%,中公教育,5.65%,新 希 望,5.56%,山西汾酒,5.45%,20农发,2.69%,18国开,1.36%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3814,鹏华产业精选,山西汾酒,10.44%,五 粮 液,8.99%,药明生物,8.98%,贵州茅台,8.52%,古井贡酒,8.42%,爱尔眼科,8.18%,美团-W,7.95%,长春高新,5.46%,腾讯控股,4.99%,贝达药业,4.71%,益丰转债,0.04%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3815,华安CES港股通ETF联接A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3816,华安CES港股通ETF联接C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3817,农银汇理睿选灵活配置混合,宁德时代,9.10%,赣锋锂业,5.97%,青岛啤酒,5.64%,恒生电子,4.28%,三环集团,4.21%,立讯精密,4.09%,今世缘,4.09%,泸州老窖,4.05%,安靠智电,3.81%,坤彩科技,3.71%,立讯转债,0.03%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3818,国泰农惠定期开放债券,19武汉,9.10%,17淮安,9.06%,18新投,9.04%,18诚通01,8.96%,20山西,8.92%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3819,金元顺安沣顺定开债,17国开,7.67%,19云建01,7.50%,20浦发,7.41%,20平安,7.41%,14铁道,6.94%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3820,金元顺安沣泰定开债发起式,19成都,9.26%,18平安,8.42%,20中国,8.28%,19交通,7.44%,16葛洲03,6.51%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3821,国泰优势行业混合,恒生电子,7.79%,贵州茅台,6.93%,北方华创,6.84%,中航高科,6.53%,金山办公,6.42%,用友网络,5.00%,中国中免,3.99%,立讯精密,3.98%,宝信软件,3.10%,宁德时代,3.09%,20国债,0.39%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3822,博时富兴纯债3个月定开债发起式,19滨海,2.33%,20景德,2.28%,20建发G1,2.05%,18鲁招,1.94%,20附息,1.92%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3823,万家新机遇龙头企业混合,腾讯控股,4.05%,贵州茅台,3.93%,德方纳米,3.51%,TCL科技,3.24%,恒力石化,3.19%,香港交易所,3.11%,华友钴业,2.94%,中航沈飞,2.92%,奥普特,2.92%,海尔智家,2.81%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3824,国富恒裕6个月定开债,17中节,9.07%,19中电,8.95%,19交银,8.94%,19苏国,8.91%,20晋煤,8.84%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3825,泰康颐享混合A,先导智能,5.54%,中国太保,2.41%,中科电气,1.60%,三一重工,1.47%,风华高科,1.46%,格力电器,1.43%,普洛药业,1.43%,贵州茅台,1.09%,天宇股份,1.05%,龙蟒佰利,1.02%,20国债,5.04%,20浦发,4.47%,20浦发,4.37%,18国开,4.22%,20浦发,4.20%,0,0,0,0,0,0,0,0,0,0
3826,泰康颐享混合C,先导智能,5.54%,中国太保,2.41%,中科电气,1.60%,三一重工,1.47%,风华高科,1.46%,格力电器,1.43%,普洛药业,1.43%,贵州茅台,1.09%,天宇股份,1.05%,龙蟒佰利,1.02%,20国债,5.04%,20浦发,4.47%,20浦发,4.37%,18国开,4.22%,20浦发,4.20%,0,0,0,0,0,0,0,0,0,0
3827,申万菱信智能驱动股票,东方财富,5.90%,三七互娱,5.68%,比亚迪,5.41%,分众传媒,5.32%,宝钛股份,4.93%,美的集团,4.62%,完美世界,4.53%,吉比特,4.32%,当升科技,4.23%,先导智能,4.22%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3828,华夏潜龙精选股票,五 粮 液,8.10%,长城汽车,6.71%,宁德时代,5.71%,东方雨虹,5.24%,三一重工,5.21%,贵州茅台,4.70%,泸州老窖,4.38%,腾讯控股,3.97%,海大集团,3.81%,中国中免,3.65%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3829,易方达蓝筹精选混合,贵州茅台,9.64%,美团-W,9.59%,洋河股份,9.48%,腾讯控股,9.48%,五 粮 液,9.42%,香港交易所,9.40%,泸州老窖,9.25%,海康威视,5.02%,爱尔眼科,3.54%,颐海国际,3.07%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3830,长江乐越定开债,18赛格01,6.04%,19民泰,4.96%,20浙商02,4.93%,20华泰G4,4.82%,18恒信,4.80%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3831,建信MSCI联接A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3832,建信MSCI联接C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3833,鹏华尊悦3个月定开债,20国开,4.18%,18国开,4.05%,19国开,4.05%,20国开,4.03%,20国开,4.01%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3834,景顺MSCI中国A股国际通联接,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3835,工银红利优享混合A,腾讯控股,8.14%,贵州茅台,7.55%,五 粮 液,5.38%,中国中免,4.89%,宁德时代,4.82%,隆基股份,3.99%,立讯精密,3.71%,分众传媒,3.40%,药明康德,3.38%,美团-W,3.24%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3836,工银红利优享混合C,腾讯控股,8.14%,贵州茅台,7.55%,五 粮 液,5.38%,中国中免,4.89%,宁德时代,4.82%,隆基股份,3.99%,立讯精密,3.71%,分众传媒,3.40%,药明康德,3.38%,美团-W,3.24%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3837,创金合信泰盈双季红定开债券A,20东方,6.16%,20银河G3,4.65%,19华泰,4.64%,19招商,4.64%,20国信04,4.62%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3838,创金合信泰盈双季红定开债券C,20东方,6.16%,20银河G3,4.65%,19华泰,4.64%,19招商,4.64%,20国信04,4.62%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3839,创金合信中债1-3年政金债A,19国开,21.78%,19国开,19.99%,19国开,12.67%,20附息,10.82%,20附息,9.07%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3840,创金合信中债1-3年政金债C,19国开,21.78%,19国开,19.99%,19国开,12.67%,20附息,10.82%,20附息,9.07%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3841,富国产业驱动混合,华友钴业,7.68%,长春高新,6.78%,亿纬锂能,5.25%,伊利股份,4.98%,泸州老窖,4.93%,贵州茅台,4.62%,中国平安,4.49%,中航光电,4.28%,顺丰控股,4.27%,火炬电子,4.26%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3842,富国尊利纯债定开债,20中国,9.41%,18国际P2,4.11%,18皖投,2.94%,19农发,2.92%,19扬子03,2.91%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3843,海富通弘丰定开债券,18陕有,8.20%,19中建,6.25%,20附息,5.27%,19招商,4.84%,20国开,4.57%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3844,金元顺安沣泉债券,山西汾酒,2.33%,五 粮 液,1.38%,万华化学,1.00%,伊利股份,0.86%,星宇股份,0.86%,广州酒家,0.81%,宝钢股份,0.70%,长盈精密,0.69%,浙江鼎力,0.69%,大北农,0.65%,15闽高,9.04%,14长沙,8.94%,14贵州,8.93%,18萧山,8.88%,18首钢,8.85%,0,0,0,0,0,0,0,0,0,0
